START IONS
TITLE=RT10.80 CE20EV Digitoxigenin-β-D-dig (Odoroside A) 
CHARGE=1+
PREMASS=519
67	0.7
69	0.97
71	0.62
81	0.79
85	0.79
87	0.63
94	0.34
95	10.69
96	0.22
97	0.38
101	1.33
107	0.49
112	1.8
113	100
114	3.76
121	0.3
127	0.35
135	1.44
144	0.55
145	95.14
146	3.22
187	0.2
201	0.17
205	0.36
213	0.22
215	0.23
219	0.16
231	0.22
245	0.61
293	0.87
311	0.17
321	0.5
339	18.33
340	3.45
357	7.06
358	0.84
374	0.27
375	73.81
376	11.25
425	0.17
433	0.29
451	0.66
452	0.19
469	0.9
483	1.4
484	0.2
501	3.27
502	0.96
519	1.78
520	0.6
END IONS

