START IONS
TITLE=RT9.96 CE20EV Adynerigenine
CHARGE=1+
PREMASS=373
55	11.96
67	19.48
69	12.93
79	34.64
81	75.89
83	17.51
91	31.89
93	84.83
95	79.3
97	14.61
105	74.45
107	100
109	43.94
111	13.56
117	10.49
119	48.53
121	58.42
125	94.45
131	27.45
133	43.58
135	29.93
139	10.65
143	16.77
145	49.34
147	49.36
149	15.69
153	80.62
155	34.74
157	20.33
159	67.16
161	39.29
169	11.31
171	20.69
173	29.72
175	52.91
177	10.74
181	11.73
183	20.74
185	21.99
187	20.68
189	21.8
195	11.2
197	15.48
199	21.41
201	41.23
213	13.49
215	15.74
291	11.71
337	37.95
355	26.71
END IONS

