START IONS
TITLE=RT10.42 CE20EV Oleandrigenin-β-D-dig 
CHARGE=1+
PREMASS=577
57	0.28
59	0.58
67	0.59
68	0.45
69	1.58
71	0.6
85	1.39
87	1.26
95	9.73
96	0.24
97	0.21
101	2.4
107	0.21
112	1.39
113	100
114	3.98
117	0.31
144	0.6
145	49.42
146	1.57
153	0.5
175	0.2
189	0.21
207	0.35
215	0.47
229	0.18
231	0.21
233	0.22
269	0.34
271	0.19
277	0.26
291	0.63
309	0.33
320	0.3
337	5.48
338	0.99
355	14.24
356	1.3
373	46.19
374	7.17
375	0.19
398	0.17
416	0.56
433	12.92
434	3.37
499	0.26
501	0.19
517	1.96
518	0.35
578	1.22
END IONS

