START IONS
TITLE= ESI-TQD-MS/MS 287@CE35 Kaempferol
CHARGE=1+
PREMASS=287
55	11.85
67	21.25
69	52.44
71	10.1
77	11.79
79	21.53
91	13.56
93	32.41
95	14.62
97	8.22
105	25.37
107	23.9
109	9.63
111	12.64
119	11.27
121	60.88
137	17.88
147	17.25
153	100
157	21.69
165	13.71
171	8.45
185	8.27
213	17.31
287	18.15
END IONS
