START IONS
TITLE=(-)CATECHIN CE-25EV
CHARGE=1-
PREMASS=289
81	12.03
83	19.5
95	19.78
97	30.4
109	84.14
121	26.44
122	9.96
123	100
125	49.52
137	27.01
145	9.83
149	32.95
151	59.59
159	16.94
160	12.78
161	30.52
164	17.48
165	12.24
175	21.69
187	16.96
188	17.21
203	39.04
205	19.7
221	22.3
245	10.93
END IONS

