START IONS
TITLE=RT9.23 CE20EV Digitoxigenin-β-D-digi (Odoroside H) 
CHARGE=1+
PREMASS=535
55	0.68
71	0.84
77	6.41
83	1.52
84	0.84
85	22.23
86	2.51
87	100
88	3.7
89	1.8
95	1.35
99	13.71
101	1.4
107	2
111	3.81
113	1.54
115	2.12
117	7.65
121	2.79
125	0.94
129	13.11
135	5.25
143	7.67
149	1.78
157	1.33
159	1.55
161	11.98
163	1.3
171	0.68
203	0.63
205	1.02
231	2.77
235	1.04
245	0.83
287	0.72
293	2.86
297	1.18
321	1.31
339	41.69
340	5.33
357	18.23
358	2.42
375	31.75
376	4.94
467	1.13
499	1.72
500	0.67
504	0.62
517	4.11
535	2.06
END IONS

