START IONS
TITLE=RT10.02 CE20EV Oleandrigenin-β-D-sar
CHARGE=1+
PREMASS=577
59	2.91
87	5.78
95	27.71
96	2.97
112	5.62
113	100
114	6.78
119	0.23
133	0.28
145	56.69
146	4.73
163	2.11
164	4.96
169	1.56
247	0.44
253	1.24
254	0.85
261	0.19
271	0.17
291	0.94
294	2.12
306	0.17
315	0.17
329	0.89
337	16.82
355	8.13
356	3.61
371	0.95
373	53.03
374	12.44
389	3.57
399	0.17
433	13.33
434	2.52
435	2.11
479	1.67
480	0.66
482	2.6
506	2.04
515	0.57
517	4.28
518	0.52
521	0.45
533	0.86
545	1.8
561	0.85
577	2.96
578	15.43
END IONS

