START IONS
TITLE=RT7.51  CE20EV Δ16Anhydrogitoxigenin-β-D-sar-β-D-glu-β-D-glu
CHARGE=1+
PREMASS=858
58	0.48
67	0.76
69	0.83
85	6.07
87	0.42
91	0.4
94	0.45
95	31.13
96	1.88
97	4.11
99	1
109	0.82
111	0.44
112	1.94
113	100
114	3.04
127	3.8
144	0.71
145	46.91
146	1.54
163	25.32
164	0.9
181	0.73
189	2.06
206	0.43
207	1.72
239	0.86
240	0.47
257	2.02
258	0.61
271	0.78
274	0.71
275	19.13
276	1.92
289	0.61
307	1.19
325	31.11
326	2.09
337	0.89
355	4.23
356	0.83
371	0.42
373	34
374	4.88
437	5.76
438	0.51
485	1.94
647	3.46
648	1.05
665	0.42
END IONS

