START IONS
TITLE=RT7.88  CE20EV Gitoxigenin-β-D-dig-β-D-glu-β-D-glu 
CHARGE=1+
PREMASS=876
57	0.8
69	1.21
85	6.03
95	19.67
96	0.86
97	4.18
103	0.62
109	0.48
111	1.3
113	100
114	3.13
127	2.87
144	1.9
145	24.26
146	2.41
163	21.43
164	1.54
179	0.49
181	1.87
189	1.93
207	2.93
213	0.48
239	1.65
240	0.9
257	3.64
273	0.6
275	15.9
276	1.14
289	1.08
323	0.68
325	22.36
326	1.9
355	4.37
356	0.72
372	0.77
373	41.17
374	9.99
389	0.76
391	22.44
392	4.34
437	1.34
438	0.45
485	0.72
486	0.47
518	0.48
535	0.52
665	1.32
666	0.82
876	1.27
877	2.41
END IONS

